time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
11.6,11.6,11.6,11.6,11.6,Pushup
11.601,11.601,11.601,11.601,11.601,Pushup
11.601,11.601,11.601,11.601,11.601,Pushup
11.603,11.603,11.603,11.603,11.603,Pushup
11.604,11.604,11.604,11.604,11.604,Pushup
11.605,11.605,11.605,11.605,11.605,Pushup
11.606,11.606,11.606,11.606,11.606,Pushup
11.618,11.618,11.618,11.618,11.618,Pushup
11.627,11.627,11.627,11.627,11.627,Pushup
11.637,11.637,11.637,11.637,11.637,Pushup
11.699,11.699,11.699,11.699,11.699,Pushup
11.701,11.701,11.701,11.701,11.701,Pushup
11.702,11.702,11.702,11.702,11.702,Pushup
11.702,11.702,11.702,11.702,11.702,Pushup
11.703,11.703,11.703,11.703,11.703,Pushup
11.703,11.703,11.703,11.703,11.703,Pushup
11.706,11.706,11.706,11.706,11.706,Pushup
11.718,11.718,11.718,11.718,11.718,Pushup
11.726,11.726,11.726,11.726,11.726,Pushup
11.737,11.737,11.737,11.737,11.737,Pushup
11.8,11.8,11.8,11.8,11.8,Pushup
11.802,11.802,11.802,11.802,11.802,Pushup
11.803,11.803,11.803,11.803,11.803,Pushup
11.804,11.804,11.804,11.804,11.804,Pushup
11.805,11.805,11.805,11.805,11.805,Pushup
11.805,11.805,11.805,11.805,11.805,Pushup
11.806,11.806,11.806,11.806,11.806,Pushup
11.817,11.817,11.817,11.817,11.817,Pushup
11.827,11.827,11.827,11.827,11.827,Pushup
11.836,11.836,11.836,11.836,11.836,Pushup
11.852,11.852,11.852,11.852,11.852,Pushup
11.857,11.857,11.857,11.857,11.857,Pushup
11.902,11.902,11.902,11.902,11.902,Pushup
11.904,11.904,11.904,11.904,11.904,Pushup
11.904,11.904,11.904,11.904,11.904,Pushup
11.905,11.905,11.905,11.905,11.905,Pushup
11.907,11.907,11.907,11.907,11.907,Pushup
11.917,11.917,11.917,11.917,11.917,Pushup
11.926,11.926,11.926,11.926,11.926,Pushup
11.936,11.936,11.936,11.936,11.936,Pushup
11.953,11.953,11.953,11.953,11.953,Pushup
11.959,11.959,11.959,11.959,11.959,Pushup
11.999,11.999,11.999,11.999,11.999,Pushup
12.001,12.001,12.001,12.001,12.001,Pushup
12.002,12.002,12.002,12.002,12.002,Pushup
12.003,12.003,12.003,12.003,12.003,Pushup
12.006,12.006,12.006,12.006,12.006,Pushup
12.016,12.016,12.016,12.016,12.016,Pushup
12.026,12.026,12.026,12.026,12.026,Pushup
12.036,12.036,12.036,12.036,12.036,Pushup
12.046,12.046,12.046,12.046,12.046,Pushup
12.056,12.056,12.056,12.056,12.056,Pushup
12.071,12.071,12.071,12.071,12.071,Pushup
12.077,12.077,12.077,12.077,12.077,Pushup
12.127,12.127,12.127,12.127,12.127,Pushup
12.129,12.129,12.129,12.129,12.129,Pushup
12.129,12.129,12.129,12.129,12.129,Pushup
12.13,12.13,12.13,12.13,12.13,Pushup
12.13,12.13,12.13,12.13,12.13,Pushup
12.137,12.137,12.137,12.137,12.137,Pushup
12.146,12.146,12.146,12.146,12.146,Pushup
12.157,12.157,12.157,12.157,12.157,Pushup
12.171,12.171,12.171,12.171,12.171,Pushup
12.176,12.176,12.176,12.176,12.176,Pushup
12.224,12.224,12.224,12.224,12.224,Pushup
12.225,12.225,12.225,12.225,12.225,Pushup
12.225,12.225,12.225,12.225,12.225,Pushup
12.226,12.226,12.226,12.226,12.226,Pushup
12.227,12.227,12.227,12.227,12.227,Pushup
12.238,12.238,12.238,12.238,12.238,Pushup
12.246,12.246,12.246,12.246,12.246,Pushup
12.256,12.256,12.256,12.256,12.256,Pushup
12.267,12.267,12.267,12.267,12.267,Pushup
12.276,12.276,12.276,12.276,12.276,Pushup
12.287,12.287,12.287,12.287,12.287,Pushup
12.296,12.296,12.296,12.296,12.296,Pushup
12.345,12.345,12.345,12.345,12.345,Pushup
12.346,12.346,12.346,12.346,12.346,Pushup
12.347,12.347,12.347,12.347,12.347,Pushup
12.347,12.347,12.347,12.347,12.347,Pushup
12.348,12.348,12.348,12.348,12.348,Pushup
12.356,12.356,12.356,12.356,12.356,Pushup
12.366,12.366,12.366,12.366,12.366,Pushup
12.376,12.376,12.376,12.376,12.376,Pushup
12.388,12.388,12.388,12.388,12.388,Pushup
12.396,12.396,12.396,12.396,12.396,Pushup
12.448,12.448,12.448,12.448,12.448,Pushup
12.449,12.449,12.449,12.449,12.449,Pushup
12.45,12.45,12.45,12.45,12.45,Pushup
12.45,12.45,12.45,12.45,12.45,Pushup
12.451,12.451,12.451,12.451,12.451,Pushup
12.456,12.456,12.456,12.456,12.456,Pushup
12.466,12.466,12.466,12.466,12.466,Pushup
12.475,12.475,12.475,12.475,12.475,Pushup
12.486,12.486,12.486,12.486,12.486,Pushup
12.496,12.496,12.496,12.496,12.496,Pushup
12.506,12.506,12.506,12.506,12.506,Pushup
12.563,12.563,12.563,12.563,12.563,Pushup
12.565,12.565,12.565,12.565,12.565,Pushup
12.566,12.566,12.566,12.566,12.566,Pushup
12.566,12.566,12.566,12.566,12.566,Pushup
12.567,12.567,12.567,12.567,12.567,Pushup
12.567,12.567,12.567,12.567,12.567,Pushup
12.575,12.575,12.575,12.575,12.575,Pushup
12.585,12.585,12.585,12.585,12.585,Pushup
12.595,12.595,12.595,12.595,12.595,Pushup
12.605,12.605,12.605,12.605,12.605,Pushup
12.662,12.662,12.662,12.662,12.662,Pushup
12.663,12.663,12.663,12.663,12.663,Pushup
12.664,12.664,12.664,12.664,12.664,Pushup
12.665,12.665,12.665,12.665,12.665,Pushup
12.665,12.665,12.665,12.665,12.665,Pushup
12.666,12.666,12.666,12.666,12.666,Pushup
12.675,12.675,12.675,12.675,12.675,Pushup
12.685,12.685,12.685,12.685,12.685,Pushup
12.696,12.696,12.696,12.696,12.696,Pushup
12.707,12.707,12.707,12.707,12.707,Pushup
12.76,12.76,12.76,12.76,12.76,Pushup
12.762,12.762,12.762,12.762,12.762,Pushup
12.763,12.763,12.763,12.763,12.763,Pushup
12.763,12.763,12.763,12.763,12.763,Pushup
12.764,12.764,12.764,12.764,12.764,Pushup
12.769,12.769,12.769,12.769,12.769,Pushup
12.777,12.777,12.777,12.777,12.777,Pushup
12.786,12.786,12.786,12.786,12.786,Pushup
12.796,12.796,12.796,12.796,12.796,Pushup
12.806,12.806,12.806,12.806,12.806,Pushup
12.822,12.822,12.822,12.822,12.822,Pushup
12.826,12.826,12.826,12.826,12.826,Pushup
12.882,12.882,12.882,12.882,12.882,Pushup
12.883,12.883,12.883,12.883,12.883,Pushup
12.885,12.885,12.885,12.885,12.885,Pushup
12.886,12.886,12.886,12.886,12.886,Pushup
12.888,12.888,12.888,12.888,12.888,Pushup
12.889,12.889,12.889,12.889,12.889,Pushup
12.896,12.896,12.896,12.896,12.896,Pushup
12.906,12.906,12.906,12.906,12.906,Pushup
12.922,12.922,12.922,12.922,12.922,Pushup
12.928,12.928,12.928,12.928,12.928,Pushup
12.975,12.975,12.975,12.975,12.975,Pushup
12.977,12.977,12.977,12.977,12.977,Pushup
12.978,12.978,12.978,12.978,12.978,Pushup
12.979,12.979,12.979,12.979,12.979,Pushup
12.98,12.98,12.98,12.98,12.98,Pushup
12.987,12.987,12.987,12.987,12.987,Pushup
12.996,12.996,12.996,12.996,12.996,Pushup
13.007,13.007,13.007,13.007,13.007,Pushup
13.017,13.017,13.017,13.017,13.017,Pushup
13.026,13.026,13.026,13.026,13.026,Pushup
13.036,13.036,13.036,13.036,13.036,Pushup
13.046,13.046,13.046,13.046,13.046,Pushup
13.056,13.056,13.056,13.056,13.056,Pushup
13.119,13.119,13.119,13.119,13.119,Pushup
13.121,13.121,13.121,13.121,13.121,Pushup
13.122,13.122,13.122,13.122,13.122,Pushup
13.123,13.123,13.123,13.123,13.123,Pushup
13.125,13.125,13.125,13.125,13.125,Pushup
13.127,13.127,13.127,13.127,13.127,Pushup
13.128,13.128,13.128,13.128,13.128,Pushup
13.137,13.137,13.137,13.137,13.137,Pushup
13.146,13.146,13.146,13.146,13.146,Pushup
13.157,13.157,13.157,13.157,13.157,Pushup
13.165,13.165,13.165,13.165,13.165,Pushup
13.222,13.222,13.222,13.222,13.222,Pushup
13.224,13.224,13.224,13.224,13.224,Pushup
13.225,13.225,13.225,13.225,13.225,Pushup
13.227,13.227,13.227,13.227,13.227,Pushup
13.228,13.228,13.228,13.228,13.228,Pushup
13.234,13.234,13.234,13.234,13.234,Pushup
13.239,13.239,13.239,13.239,13.239,Pushup
13.247,13.247,13.247,13.247,13.247,Pushup
13.257,13.257,13.257,13.257,13.257,Pushup
13.266,13.266,13.266,13.266,13.266,Pushup
13.276,13.276,13.276,13.276,13.276,Pushup
13.343,13.343,13.343,13.343,13.343,Pushup
13.345,13.345,13.345,13.345,13.345,Pushup
13.346,13.346,13.346,13.346,13.346,Pushup
13.346,13.346,13.346,13.346,13.346,Pushup
13.347,13.347,13.347,13.347,13.347,Pushup
13.347,13.347,13.347,13.347,13.347,Pushup
13.347,13.347,13.347,13.347,13.347,Pushup
13.356,13.356,13.356,13.356,13.356,Pushup
13.367,13.367,13.367,13.367,13.367,Pushup
13.376,13.376,13.376,13.376,13.376,Pushup
13.423,13.423,13.423,13.423,13.423,Pushup
13.424,13.424,13.424,13.424,13.424,Pushup
13.425,13.425,13.425,13.425,13.425,Pushup
13.425,13.425,13.425,13.425,13.425,Pushup
13.426,13.426,13.426,13.426,13.426,Pushup
13.437,13.437,13.437,13.437,13.437,Pushup
13.446,13.446,13.446,13.446,13.446,Pushup
13.456,13.456,13.456,13.456,13.456,Pushup
13.466,13.466,13.466,13.466,13.466,Pushup
13.475,13.475,13.475,13.475,13.475,Pushup
13.518,13.518,13.518,13.518,13.518,Pushup
13.519,13.519,13.519,13.519,13.519,Pushup
13.519,13.519,13.519,13.519,13.519,Pushup
13.52,13.52,13.52,13.52,13.52,Pushup
13.526,13.526,13.526,13.526,13.526,Pushup
13.536,13.536,13.536,13.536,13.536,Pushup
13.554,13.554,13.554,13.554,13.554,Pushup
13.556,13.556,13.556,13.556,13.556,Pushup
13.565,13.565,13.565,13.565,13.565,Pushup
13.575,13.575,13.575,13.575,13.575,Pushup
13.591,13.591,13.591,13.591,13.591,Pushup
13.595,13.595,13.595,13.595,13.595,Pushup
13.654,13.654,13.654,13.654,13.654,Pushup
13.655,13.655,13.655,13.655,13.655,Pushup
13.656,13.656,13.656,13.656,13.656,Pushup
13.657,13.657,13.657,13.657,13.657,Pushup
13.657,13.657,13.657,13.657,13.657,Pushup
13.658,13.658,13.658,13.658,13.658,Pushup
13.665,13.665,13.665,13.665,13.665,Pushup
13.675,13.675,13.675,13.675,13.675,Pushup
13.691,13.691,13.691,13.691,13.691,Pushup
13.695,13.695,13.695,13.695,13.695,Pushup
13.757,13.757,13.757,13.757,13.757,Pushup
13.758,13.758,13.758,13.758,13.758,Pushup
13.759,13.759,13.759,13.759,13.759,Pushup
13.76,13.76,13.76,13.76,13.76,Pushup
13.76,13.76,13.76,13.76,13.76,Pushup
13.763,13.763,13.763,13.763,13.763,Pushup
13.767,13.767,13.767,13.767,13.767,Pushup
13.776,13.776,13.776,13.776,13.776,Pushup
13.786,13.786,13.786,13.786,13.786,Pushup
13.796,13.796,13.796,13.796,13.796,Pushup
13.806,13.806,13.806,13.806,13.806,Pushup
13.816,13.816,13.816,13.816,13.816,Pushup
13.827,13.827,13.827,13.827,13.827,Pushup
13.895,13.895,13.895,13.895,13.895,Pushup
13.897,13.897,13.897,13.897,13.897,Pushup
13.898,13.898,13.898,13.898,13.898,Pushup
13.898,13.898,13.898,13.898,13.898,Pushup
13.899,13.899,13.899,13.899,13.899,Pushup
13.899,13.899,13.899,13.899,13.899,Pushup
13.9,13.9,13.9,13.9,13.9,Pushup
13.907,13.907,13.907,13.907,13.907,Pushup
13.916,13.916,13.916,13.916,13.916,Pushup
13.927,13.927,13.927,13.927,13.927,Pushup
13.977,13.977,13.977,13.977,13.977,Pushup
13.978,13.978,13.978,13.978,13.978,Pushup
13.979,13.979,13.979,13.979,13.979,Pushup
13.979,13.979,13.979,13.979,13.979,Pushup
13.98,13.98,13.98,13.98,13.98,Pushup
13.987,13.987,13.987,13.987,13.987,Pushup
13.996,13.996,13.996,13.996,13.996,Pushup
14.006,14.006,14.006,14.006,14.006,Pushup
14.016,14.016,14.016,14.016,14.016,Pushup
14.026,14.026,14.026,14.026,14.026,Pushup
14.073,14.073,14.073,14.073,14.073,Pushup
14.074,14.074,14.074,14.074,14.074,Pushup
14.075,14.075,14.075,14.075,14.075,Pushup
14.075,14.075,14.075,14.075,14.075,Pushup
14.076,14.076,14.076,14.076,14.076,Pushup
14.087,14.087,14.087,14.087,14.087,Pushup
14.096,14.096,14.096,14.096,14.096,Pushup
14.106,14.106,14.106,14.106,14.106,Pushup
14.116,14.116,14.116,14.116,14.116,Pushup
14.128,14.128,14.128,14.128,14.128,Pushup
14.196,14.196,14.196,14.196,14.196,Pushup
14.197,14.197,14.197,14.197,14.197,Pushup
14.198,14.198,14.198,14.198,14.198,Pushup
14.198,14.198,14.198,14.198,14.198,Pushup
14.199,14.199,14.199,14.199,14.199,Pushup
14.199,14.199,14.199,14.199,14.199,Pushup
14.2,14.2,14.2,14.2,14.2,Pushup
14.207,14.207,14.207,14.207,14.207,Pushup
14.217,14.217,14.217,14.217,14.217,Pushup
14.227,14.227,14.227,14.227,14.227,Pushup
14.235,14.235,14.235,14.235,14.235,Pushup
14.246,14.246,14.246,14.246,14.246,Pushup
14.302,14.302,14.302,14.302,14.302,Pushup
14.303,14.303,14.303,14.303,14.303,Pushup
14.304,14.304,14.304,14.304,14.304,Pushup
14.304,14.304,14.304,14.304,14.304,Pushup
14.305,14.305,14.305,14.305,14.305,Pushup
14.306,14.306,14.306,14.306,14.306,Pushup
14.316,14.316,14.316,14.316,14.316,Pushup
14.328,14.328,14.328,14.328,14.328,Pushup
14.344,14.344,14.344,14.344,14.344,Pushup
14.347,14.347,14.347,14.347,14.347,Pushup
14.415,14.415,14.415,14.415,14.415,Pushup
14.417,14.417,14.417,14.417,14.417,Pushup
14.417,14.417,14.417,14.417,14.417,Pushup
14.418,14.418,14.418,14.418,14.418,Pushup
14.419,14.419,14.419,14.419,14.419,Pushup
14.419,14.419,14.419,14.419,14.419,Pushup
14.42,14.42,14.42,14.42,14.42,Pushup
14.427,14.427,14.427,14.427,14.427,Pushup
14.439,14.439,14.439,14.439,14.439,Pushup
14.446,14.446,14.446,14.446,14.446,Pushup
14.456,14.456,14.456,14.456,14.456,Pushup
14.466,14.466,14.466,14.466,14.466,Pushup
14.478,14.478,14.478,14.478,14.478,Pushup
14.54,14.54,14.54,14.54,14.54,Pushup
14.542,14.542,14.542,14.542,14.542,Pushup
14.543,14.543,14.543,14.543,14.543,Pushup
14.543,14.543,14.543,14.543,14.543,Pushup
14.544,14.544,14.544,14.544,14.544,Pushup
14.544,14.544,14.544,14.544,14.544,Pushup
14.546,14.546,14.546,14.546,14.546,Pushup
14.555,14.555,14.555,14.555,14.555,Pushup
14.566,14.566,14.566,14.566,14.566,Pushup
14.577,14.577,14.577,14.577,14.577,Pushup
14.638,14.638,14.638,14.638,14.638,Pushup
14.639,14.639,14.639,14.639,14.639,Pushup
14.64,14.64,14.64,14.64,14.64,Pushup
14.64,14.64,14.64,14.64,14.64,Pushup
14.641,14.641,14.641,14.641,14.641,Pushup
14.641,14.641,14.641,14.641,14.641,Pushup
14.646,14.646,14.646,14.646,14.646,Pushup
14.657,14.657,14.657,14.657,14.657,Pushup
14.667,14.667,14.667,14.667,14.667,Pushup
14.679,14.679,14.679,14.679,14.679,Pushup
14.686,14.686,14.686,14.686,14.686,Pushup
14.749,14.749,14.749,14.749,14.749,Pushup
14.75,14.75,14.75,14.75,14.75,Pushup
14.751,14.751,14.751,14.751,14.751,Pushup
14.751,14.751,14.751,14.751,14.751,Pushup
14.752,14.752,14.752,14.752,14.752,Pushup
14.752,14.752,14.752,14.752,14.752,Pushup
14.759,14.759,14.759,14.759,14.759,Pushup
14.767,14.767,14.767,14.767,14.767,Pushup
14.778,14.778,14.778,14.778,14.778,Pushup
14.786,14.786,14.786,14.786,14.786,Pushup
14.796,14.796,14.796,14.796,14.796,Pushup
14.844,14.844,14.844,14.844,14.844,Pushup
14.845,14.845,14.845,14.845,14.845,Pushup
14.846,14.846,14.846,14.846,14.846,Pushup
14.847,14.847,14.847,14.847,14.847,Pushup
14.847,14.847,14.847,14.847,14.847,Pushup
14.855,14.855,14.855,14.855,14.855,Pushup
14.866,14.866,14.866,14.866,14.866,Pushup
14.875,14.875,14.875,14.875,14.875,Pushup
14.885,14.885,14.885,14.885,14.885,Pushup
14.895,14.895,14.895,14.895,14.895,Pushup
14.944,14.944,14.944,14.944,14.944,Pushup
14.945,14.945,14.945,14.945,14.945,Pushup
14.946,14.946,14.946,14.946,14.946,Pushup
14.946,14.946,14.946,14.946,14.946,Pushup
14.947,14.947,14.947,14.947,14.947,Pushup
14.955,14.955,14.955,14.955,14.955,Pushup
14.966,14.966,14.966,14.966,14.966,Pushup
14.976,14.976,14.976,14.976,14.976,Pushup
14.987,14.987,14.987,14.987,14.987,Pushup
14.996,14.996,14.996,14.996,14.996,Pushup
15.012,15.012,15.012,15.012,15.012,Pushup
15.016,15.016,15.016,15.016,15.016,Pushup
15.084,15.084,15.084,15.084,15.084,Pushup
15.086,15.086,15.086,15.086,15.086,Pushup
15.087,15.087,15.087,15.087,15.087,Pushup
15.088,15.088,15.088,15.088,15.088,Pushup
15.089,15.089,15.089,15.089,15.089,Pushup
15.09,15.09,15.09,15.09,15.09,Pushup
15.09,15.09,15.09,15.09,15.09,Pushup
15.096,15.096,15.096,15.096,15.096,Pushup
15.108,15.108,15.108,15.108,15.108,Pushup
15.116,15.116,15.116,15.116,15.116,Pushup
15.128,15.128,15.128,15.128,15.128,Pushup
15.135,15.135,15.135,15.135,15.135,Pushup
15.187,15.187,15.187,15.187,15.187,Pushup
15.188,15.188,15.188,15.188,15.188,Pushup
15.189,15.189,15.189,15.189,15.189,Pushup
15.19,15.19,15.19,15.19,15.19,Pushup
15.19,15.19,15.19,15.19,15.19,Pushup
15.196,15.196,15.196,15.196,15.196,Pushup
15.206,15.206,15.206,15.206,15.206,Pushup
15.216,15.216,15.216,15.216,15.216,Pushup
15.225,15.225,15.225,15.225,15.225,Pushup
15.236,15.236,15.236,15.236,15.236,Pushup
15.246,15.246,15.246,15.246,15.246,Pushup
15.297,15.297,15.297,15.297,15.297,Pushup
15.299,15.299,15.299,15.299,15.299,Pushup
15.299,15.299,15.299,15.299,15.299,Pushup
15.3,15.3,15.3,15.3,15.3,Pushup
15.3,15.3,15.3,15.3,15.3,Pushup
15.306,15.306,15.306,15.306,15.306,Pushup
15.315,15.315,15.315,15.315,15.315,Pushup
15.326,15.326,15.326,15.326,15.326,Pushup
15.335,15.335,15.335,15.335,15.335,Pushup
15.346,15.346,15.346,15.346,15.346,Pushup
15.399,15.399,15.399,15.399,15.399,Pushup
15.401,15.401,15.401,15.401,15.401,Pushup
15.403,15.403,15.403,15.403,15.403,Pushup
15.404,15.404,15.404,15.404,15.404,Pushup
15.405,15.405,15.405,15.405,15.405,Pushup
15.407,15.407,15.407,15.407,15.407,Pushup
15.416,15.416,15.416,15.416,15.416,Pushup
15.425,15.425,15.425,15.425,15.425,Pushup
15.435,15.435,15.435,15.435,15.435,Pushup
15.446,15.446,15.446,15.446,15.446,Pushup
15.455,15.455,15.455,15.455,15.455,Pushup
15.508,15.508,15.508,15.508,15.508,Pushup
15.509,15.509,15.509,15.509,15.509,Pushup
15.51,15.51,15.51,15.51,15.51,Pushup
15.51,15.51,15.51,15.51,15.51,Pushup
15.51,15.51,15.51,15.51,15.51,Pushup
15.516,15.516,15.516,15.516,15.516,Pushup
15.525,15.525,15.525,15.525,15.525,Pushup
15.536,15.536,15.536,15.536,15.536,Pushup
15.546,15.546,15.546,15.546,15.546,Pushup
15.56,15.56,15.56,15.56,15.56,Pushup
15.567,15.567,15.567,15.567,15.567,Pushup
15.627,15.627,15.627,15.627,15.627,Pushup
15.629,15.629,15.629,15.629,15.629,Pushup
15.629,15.629,15.629,15.629,15.629,Pushup
15.631,15.631,15.631,15.631,15.631,Pushup
15.631,15.631,15.631,15.631,15.631,Pushup
15.632,15.632,15.632,15.632,15.632,Pushup
15.636,15.636,15.636,15.636,15.636,Pushup
15.646,15.646,15.646,15.646,15.646,Pushup
15.663,15.663,15.663,15.663,15.663,Pushup
15.666,15.666,15.666,15.666,15.666,Pushup
15.726,15.726,15.726,15.726,15.726,Pushup
15.727,15.727,15.727,15.727,15.727,Pushup
15.727,15.727,15.727,15.727,15.727,Pushup
15.729,15.729,15.729,15.729,15.729,Pushup
15.729,15.729,15.729,15.729,15.729,Pushup
15.73,15.73,15.73,15.73,15.73,Pushup
15.736,15.736,15.736,15.736,15.736,Pushup
15.746,15.746,15.746,15.746,15.746,Pushup
15.756,15.756,15.756,15.756,15.756,Pushup
15.766,15.766,15.766,15.766,15.766,Pushup
15.78,15.78,15.78,15.78,15.78,Pushup
15.786,15.786,15.786,15.786,15.786,Pushup
15.851,15.851,15.851,15.851,15.851,Pushup
15.852,15.852,15.852,15.852,15.852,Pushup
15.853,15.853,15.853,15.853,15.853,Pushup
15.854,15.854,15.854,15.854,15.854,Pushup
15.854,15.854,15.854,15.854,15.854,Pushup
15.855,15.855,15.855,15.855,15.855,Pushup
15.86,15.86,15.86,15.86,15.86,Pushup
15.866,15.866,15.866,15.866,15.866,Pushup
15.877,15.877,15.877,15.877,15.877,Pushup
15.885,15.885,15.885,15.885,15.885,Pushup
15.896,15.896,15.896,15.896,15.896,Pushup
15.906,15.906,15.906,15.906,15.906,Pushup
15.957,15.957,15.957,15.957,15.957,Pushup
15.958,15.958,15.958,15.958,15.958,Pushup
15.959,15.959,15.959,15.959,15.959,Pushup
15.959,15.959,15.959,15.959,15.959,Pushup
15.959,15.959,15.959,15.959,15.959,Pushup
15.966,15.966,15.966,15.966,15.966,Pushup
15.976,15.976,15.976,15.976,15.976,Pushup
15.985,15.985,15.985,15.985,15.985,Pushup
15.996,15.996,15.996,15.996,15.996,Pushup
16.005,16.005,16.005,16.005,16.005,Pushup
16.052,16.052,16.052,16.052,16.052,Pushup
16.053,16.053,16.053,16.053,16.053,Pushup
16.053,16.053,16.053,16.053,16.053,Pushup
16.054,16.054,16.054,16.054,16.054,Pushup
16.055,16.055,16.055,16.055,16.055,Pushup
16.065,16.065,16.065,16.065,16.065,Pushup
16.077,16.077,16.077,16.077,16.077,Pushup
16.084,16.084,16.084,16.084,16.084,Pushup
16.095,16.095,16.095,16.095,16.095,Pushup
16.104,16.104,16.104,16.104,16.104,Pushup
16.114,16.114,16.114,16.114,16.114,Pushup
16.163,16.163,16.163,16.163,16.163,Pushup
16.165,16.165,16.165,16.165,16.165,Pushup
16.165,16.165,16.165,16.165,16.165,Pushup
16.166,16.166,16.166,16.166,16.166,Pushup
16.166,16.166,16.166,16.166,16.166,Pushup
16.176,16.176,16.176,16.176,16.176,Pushup
16.186,16.186,16.186,16.186,16.186,Pushup
16.195,16.195,16.195,16.195,16.195,Pushup
16.205,16.205,16.205,16.205,16.205,Pushup
16.215,16.215,16.215,16.215,16.215,Pushup
16.273,16.273,16.273,16.273,16.273,Pushup
16.274,16.274,16.274,16.274,16.274,Pushup
16.275,16.275,16.275,16.275,16.275,Pushup
16.275,16.275,16.275,16.275,16.275,Pushup
16.276,16.276,16.276,16.276,16.276,Pushup
16.276,16.276,16.276,16.276,16.276,Pushup
16.284,16.284,16.284,16.284,16.284,Pushup
16.295,16.295,16.295,16.295,16.295,Pushup
16.305,16.305,16.305,16.305,16.305,Pushup
16.316,16.316,16.316,16.316,16.316,Pushup
16.332,16.332,16.332,16.332,16.332,Pushup
16.335,16.335,16.335,16.335,16.335,Pushup
16.403,16.403,16.403,16.403,16.403,Pushup
16.405,16.405,16.405,16.405,16.405,Pushup
16.406,16.406,16.406,16.406,16.406,Pushup
16.407,16.407,16.407,16.407,16.407,Pushup
16.407,16.407,16.407,16.407,16.407,Pushup
16.408,16.408,16.408,16.408,16.408,Pushup
16.409,16.409,16.409,16.409,16.409,Pushup
16.416,16.416,16.416,16.416,16.416,Pushup
16.432,16.432,16.432,16.432,16.432,Pushup
16.436,16.436,16.436,16.436,16.436,Pushup
16.508,16.508,16.508,16.508,16.508,Pushup
16.509,16.509,16.509,16.509,16.509,Pushup
16.51,16.51,16.51,16.51,16.51,Pushup
16.51,16.51,16.51,16.51,16.51,Pushup
16.511,16.511,16.511,16.511,16.511,Pushup
16.511,16.511,16.511,16.511,16.511,Pushup
16.512,16.512,16.512,16.512,16.512,Pushup
16.516,16.516,16.516,16.516,16.516,Pushup
16.527,16.527,16.527,16.527,16.527,Pushup
16.536,16.536,16.536,16.536,16.536,Pushup
16.547,16.547,16.547,16.547,16.547,Pushup
16.556,16.556,16.556,16.556,16.556,Pushup
16.568,16.568,16.568,16.568,16.568,Pushup
16.643,16.643,16.643,16.643,16.643,Pushup
16.645,16.645,16.645,16.645,16.645,Pushup
16.646,16.646,16.646,16.646,16.646,Pushup
16.646,16.646,16.646,16.646,16.646,Pushup
16.647,16.647,16.647,16.647,16.647,Pushup
16.648,16.648,16.648,16.648,16.648,Pushup
16.649,16.649,16.649,16.649,16.649,Pushup
16.649,16.649,16.649,16.649,16.649,Pushup
16.656,16.656,16.656,16.656,16.656,Pushup
16.665,16.665,16.665,16.665,16.665,Pushup
16.683,16.683,16.683,16.683,16.683,Pushup
16.686,16.686,16.686,16.686,16.686,Pushup
16.763,16.763,16.763,16.763,16.763,Pushup
16.764,16.764,16.764,16.764,16.764,Pushup
16.766,16.766,16.766,16.766,16.766,Pushup
16.767,16.767,16.767,16.767,16.767,Pushup
16.767,16.767,16.767,16.767,16.767,Pushup
16.769,16.769,16.769,16.769,16.769,Pushup
16.77,16.77,16.77,16.77,16.77,Pushup
16.771,16.771,16.771,16.771,16.771,Pushup
16.777,16.777,16.777,16.777,16.777,Pushup
16.786,16.786,16.786,16.786,16.786,Pushup
16.801,16.801,16.801,16.801,16.801,Pushup
16.87,16.87,16.87,16.87,16.87,Pushup
16.872,16.872,16.872,16.872,16.872,Pushup
16.874,16.874,16.874,16.874,16.874,Pushup
16.876,16.876,16.876,16.876,16.876,Pushup
16.878,16.878,16.878,16.878,16.878,Pushup
16.879,16.879,16.879,16.879,16.879,Pushup
16.88,16.88,16.88,16.88,16.88,Pushup
16.881,16.881,16.881,16.881,16.881,Pushup
16.886,16.886,16.886,16.886,16.886,Pushup
16.899,16.899,16.899,16.899,16.899,Pushup
16.907,16.907,16.907,16.907,16.907,Pushup
16.964,16.964,16.964,16.964,16.964,Pushup
16.965,16.965,16.965,16.965,16.965,Pushup
16.966,16.966,16.966,16.966,16.966,Pushup
16.967,16.967,16.967,16.967,16.967,Pushup
16.968,16.968,16.968,16.968,16.968,Pushup
16.969,16.969,16.969,16.969,16.969,Pushup
16.976,16.976,16.976,16.976,16.976,Pushup
16.986,16.986,16.986,16.986,16.986,Pushup
17.0,17.0,17.0,17.0,17.0,Pushup
17.006,17.006,17.006,17.006,17.006,Pushup
17.065,17.065,17.065,17.065,17.065,Pushup
17.067,17.067,17.067,17.067,17.067,Pushup
17.069,17.069,17.069,17.069,17.069,Pushup
17.07,17.07,17.07,17.07,17.07,Pushup
17.071,17.071,17.071,17.071,17.071,Pushup
17.072,17.072,17.072,17.072,17.072,Pushup
17.077,17.077,17.077,17.077,17.077,Pushup
17.086,17.086,17.086,17.086,17.086,Pushup
17.099,17.099,17.099,17.099,17.099,Pushup
17.105,17.105,17.105,17.105,17.105,Pushup
17.158,17.158,17.158,17.158,17.158,Pushup
